Title,Latitude,Longitude,County,Visited,Date,HeritageGroup,Link,Note
Abergwesyn Common,52.160639,-3.676753,Powys,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/abergwesyn-common,
Bannau Brycheiniog (Brecon Beacons),51.869149,-3.473123,Powys,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/bannau-brycheiniog-brecon-beacons,
Henrhyd Falls,51.79411,-3.6643,Powys,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/henrhyd-falls,
Powis Castle and Garden,52.6492,-3.15764,Powys,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/powis-castle-and-garden,
Attingham Park,52.685842,-2.671193,Shropshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/attingham-park,
Attingham Park Estate: Cronkhill,52.669399,-2.68733,Shropshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/attingham-park-estate-cronkhill,
Attingham Park Estate: Town Walls Tower,52.705002,-2.75512,Shropshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/attingham-park-estate-town-walls-tower,
Benthall Hall,52.6208,-2.50303,Shropshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/benthall-hall,
Carding Mill Valley on the Long Mynd,52.5448,-2.82018,Shropshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/carding-mill-valley-on-the-long-mynd,
Dudmaston Estate Comer Woods,52.507253,-2.381178,Shropshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/dudmaston-estate-comer-woods,
Dudmaston Hall,52.495701,-2.36803,Shropshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/dudmaston,
Ironbridge Gorge,52.639733,-2.493044,Shropshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/ironbridge-gorge,
Sunnycroft,52.6955,-2.5167,Shropshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/sunnycroft,
Wenlock Edge,52.5915,-2.57391,Shropshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/wenlock-edge,
Wilderhope Manor,52.529301,-2.6725,Shropshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/wilderhope-manor,
Coed Môr,53.222475,-4.183756,Sir Fôn,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/coed-mor,
Barrington Court,50.960499,-2.85778,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/barrington-court,
Bath Assembly Rooms,51.385799,-2.36123,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/bath-bristol/bath-assembly-rooms,
Bossington,51.22117,-3.582119,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/bossington,
Brean Down,51.324402,-3.01443,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/brean-down,
Cheddar Gorge,51.28534,-2.764218,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/cheddar-gorge,
Coleridge Cottage,51.151657,-3.157475,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/coleridge-cottage,
Dunster Castle and Watermill,51.186187,-3.438736,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/dunster-castle-and-watermill,
Fyne Court,51.082907,-3.112139,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/fyne-court,
Glastonbury Tor,51.143368,-2.707853,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/glastonbury-tor,
Horner Wood,51.184803,-3.585608,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/horner-wood,
King John's Hunting Lodge,51.2864,-2.82384,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/king-johns-hunting-lodge,
Lytes Cary Manor,51.037258,-2.667,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/lytes-cary-manor,
Montacute House,50.950569,-2.715212,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/montacute-house,
"Priest's House, Muchelney",51.021042,-2.815183,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/priests-house-muchelney,
Prior Park Landscape Garden,51.365851,-2.345748,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/bath-bristol/prior-park-landscape-garden,
Sand Point,51.388837,-2.963809,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/sand-point,
Selworthy,51.210558,-3.547135,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/selworthy,
Stembridge Tower Mill,51.071268,-2.810663,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/stembridge-tower-mill,
Stoke-sub-Hamdon Priory,50.953933,-2.750884,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/stoke-sub-hamdon-priory,
Tintinhull Garden,50.97485,-2.710639,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/tintinhull-garden,
"Treasurer's House, Martock",50.968954,-2.768038,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/treasurers-house-martock,
Webber's Post,51.18288,-3.571351,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/webbers-post,
Wellington Monument,50.948397,-3.229276,Somerset,no,,National Trust,https://www.nationaltrust.org.uk/visit/somerset/wellington-monument,
Dyrham Park,51.4805,-2.3629,South Gloucestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/bath-bristol/dyrham-park,
Wentworth Castle Gardens,53.527001,-1.518116,South Yorkshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/yorkshire/wentworth-castle-gardens,
Biddulph Grange Garden,53.129601,-2.15629,Staffordshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/biddulph-grange-garden,
Downs Banks,52.927613,-2.150201,Staffordshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/downs-banks,
Hawksmoor,52.995079,-1.943121,Staffordshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/hawksmoor,
"Ilam Park, Dovedale and the White Peak",53.052624,-1.805627,Staffordshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/peak-district-derbyshire/ilam-park-dovedale-and-the-white-peak,
Kinver Edge and the Rock Houses,52.450109,-2.242739,Staffordshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/kinver-edge-and-the-rock-houses,
Letocetum Roman Baths and Museum,52.657001,-1.85605,Staffordshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/letocetum-roman-baths-and-museum,
Moseley Old Hall,52.635101,-2.10463,Staffordshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/moseley-old-hall,
Shugborough Estate,52.789294,-2.033064,Staffordshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/shropshire-staffordshire/shugborough-estate,
Dunwich Heath and Beach,52.25889,1.626715,Suffolk,no,,National Trust,https://www.nationaltrust.org.uk/visit/suffolk/dunwich-heath-and-beach,
Flatford,51.957802,1.0261,Suffolk,no,,National Trust,https://www.nationaltrust.org.uk/visit/suffolk/flatford,
Ickworth Estate,52.220965,0.657049,Suffolk,no,,National Trust,https://www.nationaltrust.org.uk/visit/suffolk/ickworth-estate,
Kyson Hill,52.080922,1.309956,Suffolk,no,,National Trust,https://www.nationaltrust.org.uk/visit/suffolk/kyson-hill,
Lavenham Guildhall,52.10876,0.79662,Suffolk,no,,National Trust,https://www.nationaltrust.org.uk/visit/suffolk/lavenham-guildhall,
Melford Hall,52.0844,0.7281,Suffolk,no,,National Trust,https://www.nationaltrust.org.uk/visit/suffolk/melford-hall,
Orford Ness National Nature Reserve,52.087399,1.54772,Suffolk,no,,National Trust,https://www.nationaltrust.org.uk/visit/suffolk/orford-ness-national-nature-reserve,
Pin Mill,51.996323,1.213511,Suffolk,no,,National Trust,https://www.nationaltrust.org.uk/visit/suffolk/pin-mill,
Sutton Hoo,52.095652,1.349691,Suffolk,no,,National Trust,https://www.nationaltrust.org.uk/visit/suffolk/sutton-hoo,
Theatre Royal Bury St Edmunds,52.24063,0.716911,Suffolk,no,,National Trust,https://www.nationaltrust.org.uk/visit/suffolk/theatre-royal-bury-st-edmunds,
Abinger Roughs and Netley Park,51.221382,-0.436988,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/abinger-roughs-and-netley-park,
Black Down,51.070007,-0.687341,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/black-down,
Bookham Commons,51.289827,-0.380458,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/bookham-commons,
Box Hill,51.248901,-0.3101,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/box-hill,
Clandon Park,51.252169,-0.505899,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/clandon-park,
Claremont Landscape Garden,51.355785,-0.381433,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/claremont-landscape-garden,
Denbies Hillside,51.240398,-0.361131,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/denbies-hillside,
Frensham Little Pond,51.169901,-0.772727,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/frensham-little-pond,
Ham House and Garden,51.443199,-0.31505,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/london/ham-house-and-garden,
Harewoods,51.204693,-0.099284,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/harewoods,
Hatchlands Park,51.253544,-0.477602,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/hatchlands-park,
Headley Heath,51.263536,-0.281475,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/headley-heath,
Hindhead Commons and the Devil's Punch Bowl,51.113998,-0.72858,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/hindhead-commons-and-the-devils-punch-bowl,
Holmwood Common,51.201243,-0.326736,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/holmwood-common,
Hydon's Ball and Heath,51.152508,-0.6014,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/hydons-ball-and-heath,
Leith Hill,51.176899,-0.37276,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/leith-hill,
Limpsfield Common,51.250685,0.042615,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/limpsfield-common,
Oakhurst Cottage,51.132801,-0.62291,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/oakhurst-cottage,
Polesden Lacey,51.261002,-0.36886,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/polesden-lacey,
Reigate Hill and Gatton Park,51.25422,-0.200137,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/reigate-hill-and-gatton-park,
River Wey and Godalming Navigations and Dapdune Wharf,51.2421,-0.57808,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/river-wey-and-godalming-navigations-and-dapdune-wharf,
Shalford Mill,51.2192,-0.56645,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/shalford-mill,
Swan Barn Farm,51.087323,-0.703522,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/swan-barn-farm,
The Homewood,51.356013,-0.381423,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/the-homewood,
Winkworth Arboretum,51.1614,-0.58113,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/winkworth-arboretum,
Witley and Milford Commons,51.155602,-0.66853,Surrey,no,,National Trust,https://www.nationaltrust.org.uk/visit/surrey/witley-and-milford-commons,
Penmaen and Nicholaston Burrows,51.5718,-4.1204,Swansea,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/penmaen-and-nicholaston-burrows,
"Pennard, Pwll Du and Bishopston Valley",51.5669,-4.0878,Swansea,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/pennard-pwll-du-and-bishopston-valley,
Rhosili and South Gower Coast,51.568525,-4.286882,Swansea,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/rhosili-and-south-gower-coast,
Whiteford and North Gower,51.63,-4.2503,Swansea,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/whiteford-and-north-gower,
Gibside,54.920502,-1.73174,Tyne & Wear,no,,National Trust,https://www.nationaltrust.org.uk/visit/north-east/gibside,
Penshaw Monument,54.883243,-1.48092,Tyne & Wear,no,,National Trust,https://www.nationaltrust.org.uk/visit/north-east/penshaw-monument,
Souter Lighthouse and The Leas,54.967999,-1.36124,Tyne & Wear,no,,National Trust,https://www.nationaltrust.org.uk/visit/north-east/souter-lighthouse-and-the-leas,
Washington Old Hall,54.9028,-1.5165,Tyne & Wear,no,,National Trust,https://www.nationaltrust.org.uk/visit/north-east/washington-old-hall,
Dyffryn Gardens,51.4439,-3.3029,Vale of Glamorgan,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/dyffryn-gardens,
Lanlay,51.47518,-3.32754,Vale of Glamorgan,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/lanlay-meadows,
Baddesley Clinton,52.343832,-1.708463,Warwickshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/warwickshire/baddesley-clinton,
Charlecote Park,52.205101,-1.62103,Warwickshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/warwickshire/charlecote-park,
Farnborough Hall,52.136902,-1.36541,Warwickshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/warwickshire/farnborough-hall,
Kinwarton Dovecote,52.2232,-1.8495,Warwickshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/warwickshire/kinwarton-dovecote,
Packwood House,52.3465,-1.74551,Warwickshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/warwickshire/packwood-house,
Upton House and Gardens,52.1109,-1.46744,Warwickshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/warwickshire/upton-house-and-gardens,
Birmingham Back to Backs,52.473999,-1.8963,West Midlands,no,,National Trust,https://www.nationaltrust.org.uk/visit/birmingham-west-midlands/birmingham-back-to-backs,
The Roundhouse,52.478946,-1.918828,West Midlands,no,,National Trust,https://www.nationaltrust.org.uk/visit/birmingham-west-midlands/roundhouse,
Wightwick Manor and Gardens,52.58214,-2.195,West Midlands,no,,National Trust,https://www.nationaltrust.org.uk/visit/birmingham-west-midlands/wightwick-manor-and-gardens,
Cissbury Ring,50.86014,-0.37932,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/cissbury-ring,
Devil's Dyke,50.884595,-0.212355,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/devils-dyke,
Drovers Estate,50.911197,-0.757158,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/drovers-estate,
East Head,50.78114,-0.903841,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/east-head,
Kew Wakehurst,51.064999,-0.08934,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/wakehurst,
Lavington Common,50.960133,-0.65032,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/lavington-common,
Nymans,51.05228,-0.199391,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/nymans,
Petworth,50.9945,-0.611426,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/petworth,
Saddlescombe Farm and Newtimber Hill,50.888979,-0.194322,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/saddlescombe-farm-and-newtimber-hill,
Slindon Estate,50.860883,-0.636438,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/slindon-estate,
Standen House and Garden,51.103506,-0.01664,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/standen-house-and-garden,
Uppark House and Garden,50.952702,-0.88896,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/uppark-house-and-garden,
Woolbeding Countryside,51.0271,-0.761295,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/woolbeding-countryside,
Woolbeding Gardens,50.997385,-0.757902,West Sussex,no,,National Trust,https://www.nationaltrust.org.uk/visit/sussex/woolbeding-gardens,
East Riddlesden Hall,53.873199,-1.87589,West Yorkshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/yorkshire/east-riddlesden-hall,
Hardcastle Crags,53.758548,-2.01806,West Yorkshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/yorkshire/hardcastle-crags,
Marsden Moor,53.601845,-1.93045,West Yorkshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/yorkshire/marsden-moor,
Nostell,53.652599,-1.38881,West Yorkshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/yorkshire/nostell,
Avebury,51.427502,-1.85611,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/avebury,
Buscot and Coleshill Estates,51.640444,-1.660634,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/buscot-and-coleshill-estates,
Calstone and Cherhill Downs,51.42359,-1.935232,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/calstone-and-cherhill-downs,
Cley Hill,51.20299,-2.232584,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/cley-hill,
Dinton Park and Philipps House,51.0849,-1.98937,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/dinton-park-and-philipps-house,
Figsbury Ring,51.103196,-1.732867,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/figsbury-ring,
Great Chalfield Manor and Garden,51.368198,-2.19942,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/great-chalfield-manor-and-garden,
Heritage and Rural Skills Centre,51.640616,-1.660824,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/oxfordshire-buckinghamshire-berkshire/heritage-and-rural-skills-centre,
Lacock,51.414799,-2.11941,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/lacock,
Little Clarendon,51.0839,-1.97897,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/little-clarendon,
Lockeridge Dene and Piggledene,51.404998,-1.795089,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/lockeridge-dene-and-piggledene,
Mompesson House,51.06676,-1.79853,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/mompesson-house,
Pepperbox Hill,51.022227,-1.698016,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/pepperbox-hill,
Stonehenge Landscape,51.177601,-1.82776,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/stonehenge-landscape,
Stourhead,51.105323,-2.317704,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/stourhead,
Sutton Lane Meadows,51.497764,-2.078461,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/sutton-lane-meadows,
"The Coombes, Hinton Parva",51.54707,-1.67168,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/the-coombes-hinton-parva,
The Courts Garden,51.354401,-2.20101,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/the-courts-garden,
Westwood Manor,51.329399,-2.27024,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/westwood-manor,
White Barrow,51.220798,-1.9543,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/white-barrow,
Win Green,50.985132,-2.108106,Wiltshire,no,,National Trust,https://www.nationaltrust.org.uk/visit/wiltshire/win-green,
Bredon Barn,52.030201,-2.11954,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/gloucestershire-cotswolds/bredon-barn,
Clent Hills,52.424823,-2.092195,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/clent-hills,
Croome,52.105154,-2.166272,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/croome,
Greyfriars House and Garden,52.190455,-2.21898,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/greyfriars-house-and-garden,
Hanbury Hall,52.275398,-2.08633,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/hanbury-hall,
Hawford Dovecote,52.242401,-2.22556,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/hawford-dovecote,
Knowles Mill,52.386007,-2.351114,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/knowles-mill,
Middle Littleton Tithe Barn,52.1213,-1.88429,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/middle-littleton-tithe-barn,
Rosedene,52.354698,-2.10304,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/rosedene,
The Firs,52.198983,-2.283497,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/the-firs,
The Fleece Inn,52.090099,-1.86567,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/the-fleece-inn,
Wichenford Dovecote,52.236801,-2.31302,Worcestershire,no,,National Trust,https://www.nationaltrust.org.uk/visit/worcestershire-herefordshire/wichenford-dovecote,
Chirk Castle and Garden,52.935902,-3.08353,Wrexham,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/chirk-castle,
Erddig Hall and Garden,53.027302,-3.00296,Wrexham,no,,National Trust,https://www.nationaltrust.org.uk/visit/wales/erddig,